,pessoa_id,idade,renda,situacao_moradia,tempo_trabalhado,emprestimo_id,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,historico_id,tempo_historico_credito,devedor
24270,ieWiPDtL-pGIj,22,55000,Hipotecada,7,RFJiF4l1-85QH,Negócio,6,3000,5.99,0,0.05,LZXcck38-Cgvv,4,0
24271,CcyP53Ch-S2tD,28,125000,Hipotecada,8,D780sgnU-k5S3,Educação,5,8000,11.14,0,0.06,b9Fmhxml-ilFy,10,0
24272,DL7Qeg7A-uOFd,32,82000,Hipotecada,4,xSeGEvqJ-0DDb,Educação,3,8000,16.89,0,0.1,7g9gRaOJ-uvCW,8,0
24273,lhIpST7c-ojjA,24,52000,Hipotecada,3,dGp3sjBe-1Hbm,Negócio,6,3500,6.76,0,0.07,k5FBZbfr-WG0f,3,0
24274,hEeC2uSI-3zb2,28,37090,Aluguel,2,PxzqxJJ8-QkqO,Quitação de dividas,5,3000,11.12,0,0.08,y6ZZ3xYL-ivqm,5,0
24275,aWUdMzWw-aRsh,22,105000,Hipotecada,3,G6Hw1pEx-6sF4,Pessoal,4,16000,12.73,0,0.15,vpNRTUiO-FBrF,4,1
24276,HzcYXtaO-yGpg,30,57000,Hipotecada,1,O3fSGNqP-J7Ch,Negócio,6,4500,7.49,0,0.08,FglTiRXo-B7ex,10,0
24277,jgJG5hHM-TCKt,26,95000,Aluguel,10,qEZijr1N-F5zY,Educação,5,17000,11.49,0,0.18,gUIXpAHz-OTXO,3,0
24278,eKjXb9qg-Hajn,31,24000,Hipotecada,3,6PW3xNPW-EDsr,Negócio,6,3000,7.49,0,0.13,8Kr84x0i-KakK,10,0
24279,K3dd7Krw-DfyM,25,84000,Aluguel,0,vFNhTmoj-ax4M,Pessoal,5,4500,12.18,0,0.05,5xNrCJob-hB27,2,0
24280,xqQFpQxQ-EFEO,40,14400,Própria,10,KddZOKUR-Mtwu,Melhoramento do lar,6,8000,7.14,1,0.56,2HskQaB0-qFrY,12,0
24281,hz3tkKIn-Pa9G,28,75000,Aluguel,5,RW6uWa8H-Owze,Negócio,3,23850,16.29,1,0.32,HlCDkQbP-9asO,10,0
24282,0p9UlnlA-cz44,37,120000,Aluguel,4,IrPMWWOz-mwwZ,Negócio,4,20000,13.47,0,0.17,pcz3j4zh-FKNT,11,1
24283,51DTw7bF-5z6Q,25,81000,Hipotecada,2,Msa91ZgB-tQtv,Médico,5,5200,10.95,0,0.06,EtKkM4Lv-mm95,2,0
24284,h9ZsJOXd-KCtk,40,70000,Aluguel,2,ZdwfawmP-qi5G,Quitação de dividas,5,16000,11.99,0,0.23,9aw72LBe-4reN,12,0
24285,DNpDUEOv-gWSi,22,47000,Aluguel,6,SxllEOq9-jPpJ,Educação,6,8800,7.49,0,0.19,Tdpjvwrf-krwG,4,0
24287,D0puwvMl-Y3ye,34,83200,Hipotecada,3,U2HGYY1X-EoHT,Pessoal,4,5000,14.79,0,0.06,xxRH50An-X3R2,8,1
24288,UPPQpCAl-IRaX,32,85000,Aluguel,4,fDs4lB1z-7GLx,Pessoal,6,24000,7.9,0,0.28,Fnnw5FAx-8fmL,6,0
24289,kaAULhYE-ABf7,26,64000,Aluguel,3,tNzkp7Qu-TGTO,Quitação de dividas,6,9000,6.03,0,0.14,tIlRXux3-ARff,2,0
24290,5FjJNNoM-I5Ig,21,33000,Própria,2,LhdzkZYD-Iuip,Educação,4,11000,13.11,0,0.33,5byBbEXa-wqUX,3,1
24291,IoDOjpua-wAyO,24,47928,Aluguel,1,KrTnpvFC-YLZu,Médico,5,6000,12.53,0,0.13,jCd9v6Xw-maf0,3,0
24293,c5hctZIx-fFbC,30,37600,Aluguel,2,xKG8akLh-ZBoI,Educação,4,15000,13.06,1,0.4,sxkBcPxF-3tfh,10,1
24294,ONgXexPH-FlJF,23,54000,Aluguel,1,2B3ADEjJ-ekFz,Negócio,5,20000,11.83,1,0.37,x9SH2Lsh-mKFM,4,0
24295,7m8imujZ-U3By,27,60000,Aluguel,11,lWrHRfDp-kw7k,Negócio,4,3000,13.49,0,0.05,hpjH5Pv9-lE5I,8,0
24296,NtmNzFYk-mOJl,39,56000,Aluguel,0,LwduuTyt-Q9HK,Quitação de dividas,2,4800,16.7,1,0.09,c5AZJMF0-vG2M,12,1
24297,Ugw1Pi0h-K7lX,24,90474,Hipotecada,8,yzEbmBCj-tgIi,Educação,5,15000,10.38,0,0.17,2KXUBLHc-5eOp,3,0
24298,IqPW4vRp-kEvi,26,9600,Aluguel,4,7ZJTi3mT-7Lzd,Negócio,3,2950,17.49,1,0.31,bvPgfS8b-LLtY,2,1
24299,EXUO6JZU-cy2W,31,55000,Aluguel,3,RHOkxqu0-Js1t,Quitação de dividas,5,10000,10.59,0,0.18,nIEw5Xkw-Z1sZ,10,0
24300,SIbqmdlL-t6IF,37,59000,Aluguel,2,FkyQ2p0o-dFB3,Educação,3,4800,14.54,1,0.08,WreUXwJ2-iLqT,14,1
24301,jRewdZfA-DzjR,22,94692,Hipotecada,5,xZXgQpnq-D9tr,Educação,5,20000,11.49,0,0.21,GmGqgRDX-MYEE,4,0
24302,6H9UqfYC-4ezh,34,90000,Hipotecada,3,1MFOZ5Km-JKrB,Médico,4,7500,15.23,0,0.08,IO9un5Ad-Pagh,8,1
24303,kHRGp6ba-fuk1,26,42000,Aluguel,0,MaoClk3Z-Waxg,Quitação de dividas,5,7500,10.25,0,0.18,Q8EyeXsM-CGa0,4,0
24304,uWyqKzpE-Cpmz,32,29100,Hipotecada,3,fh7SNZGZ-XtU3,Médico,3,10000,15.95,1,0.34,2y12eBWN-lllW,9,1
24305,AFC91ymS-E9P8,22,76800,Hipotecada,3,cE7pxbSf-boyo,Quitação de dividas,6,6000,6.62,0,0.08,UE9obZAS-F0bN,4,0
24306,8G29TI95-TiiN,42,29000,Aluguel,3,rYmu1DP1-huhZ,Médico,6,3450,8.0,0,0.12,CAs1gIix-a6EX,17,0
24307,y8MY643K-cXnY,29,86000,Hipotecada,5,N5zY17MN-MEgz,Pessoal,4,14000,14.27,0,0.16,4g7tkZkG-P4sY,9,0
24308,h2C0l9qu-Npil,30,137057,Hipotecada,13,kfBGKjg7-acXP,Negócio,5,4750,12.18,0,0.03,UQ52gnKh-qhcD,7,0
24309,8O680PT5-hNTM,26,63000,Hipotecada,10,zqDBwJGA-hIpQ,Médico,6,10000,6.91,0,0.16,sQzfaRSN-xxWP,2,0
24310,qrdcTQF5-10uQ,30,50650,Aluguel,5,Ml7SITDl-mJtQ,Pessoal,5,4200,9.91,1,0.08,A80YD62H-l5Wt,7,0
24311,aemAq0Kz-Cht0,22,34000,Hipotecada,4,FaI8nhlg-HHD8,Pessoal,3,7750,15.21,1,0.23,8C3gKEdM-aqlq,2,0
24312,ud91jIC0-p67O,23,95000,Aluguel,7,O2g0PzBy-YH4b,Educação,5,4000,11.49,0,0.04,Chcd0WEI-UOzn,3,0
24313,qhbiPtOT-S8k9,31,89000,Aluguel,1,kyUKqFdF-TZmF,Negócio,5,10000,10.99,0,0.11,GUTo4czj-NsOq,9,0
24314,xepf74ie-wFWB,27,46000,Aluguel,4,homBpXtN-f19l,Médico,4,7500,13.49,0,0.16,I81nuhXh-8WZr,5,0
24315,GdLiKiNY-pOFr,25,32000,Aluguel,1,FjwHld7F-xafB,Educação,3,5000,15.37,1,0.16,zS3UxMZD-try2,3,1
24316,yRk471Wt-1CTI,35,60000,Hipotecada,12,YcrQUUmF-ZgoX,Médico,4,16000,15.96,0,0.27,QmZt5JZ4-qBRO,5,1
24317,HJbrvs0x-95Yx,23,92500,Aluguel,6,6wHauW0B-GJ3P,Negócio,5,2500,10.74,0,0.03,s3bqfL5O-cPPd,3,0
24318,LIeJdoLH-pbaB,24,101400,Hipotecada,8,6GaP0J1K-uIft,Pessoal,6,9900,8.0,0,0.1,TamzL7bd-wn6v,4,0
24319,Ck5gjqvf-JkSK,26,80004,Hipotecada,4,so2KcvSJ-uHcZ,Educação,5,15000,11.86,0,0.19,054CCF9Q-tkTQ,3,0
24320,emo1xtNU-HrJm,30,43200,Própria,6,0khdao5E-gzav,Melhoramento do lar,5,2000,10.99,0,0.05,jmHDvvxw-v5gW,9,0
24321,5DAR50TH-U89W,22,51900,Hipotecada,5,DQ1XbRA5-thi9,Negócio,5,14100,11.49,0,0.27,XQUFaRFo-hc6M,2,0
24322,jur7bxej-wTh9,29,27000,Aluguel,8,e8OxM3H4-zFcW,Pessoal,6,5000,6.76,0,0.19,d3MzGSou-4Oz0,9,0
24323,tqNtHXBF-WKzf,23,60000,Hipotecada,0,car8fsAW-hrLL,Pessoal,5,10000,11.26,0,0.17,nPGcWAcm-USY3,3,0
24324,lmZJgzSW-Cy0r,26,20000,Hipotecada,5,v3HwtY9m-eLJs,Médico,6,4800,5.99,0,0.24,Rk5dwHGX-G1UW,3,0
24325,e7YxhnA5-WmPL,41,56004,Aluguel,4,uJdgldjA-gxof,Educação,5,12800,11.48,0,0.23,eP3nznIT-Xl6c,15,0
24326,FzubElzl-Iwp9,26,77000,Aluguel,0,I2S3TA2D-6Pdm,Negócio,6,22000,6.54,0,0.29,QWJm9xaN-m4vU,3,0
24327,iCILpMs7-dE5L,43,90000,Aluguel,9,FjrcvlQ5-aYXk,Médico,4,18000,13.11,0,0.2,t2unvJe0-rtp1,12,0
24328,8TSZ7k3N-pCHj,28,95000,Hipotecada,12,ABZoL8yb-Rqex,Educação,5,35000,9.63,0,0.37,uJKkaBSg-EYhe,5,0
24329,hw9HwidM-bZMq,23,57000,Hipotecada,6,M001gktk-YrMS,Educação,3,17500,14.09,0,0.31,B5XwHQIM-Ce0b,3,1
24330,cSOrHL9h-aD5b,23,54000,Aluguel,2,FNk2h2eL-2hks,Pessoal,5,20000,11.12,1,0.37,kgdYUKOD-TkL1,2,0
24331,Sj7HWxNp-2mFc,30,130000,Hipotecada,6,znepUziH-WlZP,Quitação de dividas,6,10000,8.49,0,0.08,mAhxaMd7-5syl,10,0
24332,JGWwNyny-5gGE,29,55000,Própria,4,D2pk02X7-9b3t,Negócio,5,10000,11.36,0,0.18,pGXO17Tm-z7Iy,8,0
24333,SHjaerMT-2Olo,21,33276,Aluguel,1,INvhOchp-x04y,Quitação de dividas,5,10000,11.83,0,0.3,ivp57Amq-LPie,3,0
24334,vsXL7eNd-Jzcz,22,38628,Hipotecada,6,S6KZziX5-sh08,Quitação de dividas,5,4800,9.99,0,0.12,fCfuKew0-PhRb,4,0
24335,CB1G2KiJ-PlUe,55,34000,Aluguel,0,nT2MUt83-wmzc,Quitação de dividas,6,12000,6.92,1,0.35,nkb86w8g-NIoA,30,0
24336,FMzYpj69-BEvh,22,34900,Hipotecada,6,Iif4WHnG-YnoQ,Quitação de dividas,5,4000,9.99,0,0.11,BKKGJ5YK-Qd0K,2,0
24337,tKtpPjPe-SaqG,35,42000,Aluguel,3,4sCPnhXI-OI9I,Pessoal,3,3200,15.62,0,0.08,U566s3br-ByOr,5,0
24338,NuTCiQE0-TnYQ,22,71000,Hipotecada,6,rQUYllNM-oCRB,Quitação de dividas,5,3200,10.25,1,0.05,H3W2r5p1-vTDk,3,0
24339,w5w6SldG-Q0mr,25,66000,Aluguel,9,ZUGkybpL-KMGG,Educação,5,18000,10.25,0,0.27,ESDSv5TN-w2Cg,3,0
24340,kbRjaAQd-qwGn,25,51500,Outro,1,UlZlF01E-vrGX,Médico,3,13000,16.07,1,0.25,YK2JneiO-poJz,2,0
24341,SMBihtUb-U8aY,22,41900,Aluguel,3,G1Yyucgb-ScQA,Educação,6,10500,8.49,0,0.25,SypvUXeS-Tu70,2,0
24342,Ql7NMnNJ-QHzp,25,49200,Hipotecada,2,10yrjbRZ-dGcl,Educação,5,6000,10.0,0,0.12,t0Mw1i5j-s4Gf,4,0
24343,j3TEANji-WtJz,23,62000,Hipotecada,7,lA4EWY2c-N3fZ,Quitação de dividas,5,6400,10.08,0,0.1,YU8w5bMo-zPnN,2,0
24344,mrA2xjsl-SgrR,24,102000,Hipotecada,6,BSGknYqj-StyH,Negócio,5,9800,10.36,0,0.1,ckBAYn6D-U2A6,4,0
24345,Rvtki05t-XOFL,26,36996,Aluguel,8,NIEg8NGn-v0oJ,Médico,4,9600,11.97,0,0.26,Xb8JXAEy-mR4U,2,1
24346,T0WRnMEj-Nnnf,36,60996,Hipotecada,8,I4RJWqTF-7ERi,Quitação de dividas,5,15000,9.63,0,0.25,ryoqzzSC-wYYg,14,0
24347,djTkrkC7-Im8k,28,100000,Hipotecada,4,8nEFJQbg-zv54,Quitação de dividas,6,7000,8.9,0,0.07,Z6QMJWij-PSos,10,0
24348,ufMMTSzz-HoJY,25,129996,Hipotecada,9,efSaPkJ3-i9BY,Negócio,5,7500,11.86,0,0.06,kBi7KHRu-n9QI,3,0
24349,iXLuO5g6-TRKv,29,42000,Aluguel,0,6NqWE7w0-odI5,Pessoal,2,15000,14.25,1,0.36,v53nz1xN-qcHu,9,0
24350,MeZLii4e-JHib,28,103992,Hipotecada,3,Tw1lLrDC-yx3W,Pessoal,5,18000,10.99,0,0.17,2nJmqqqf-8xBa,7,0
24351,YiDTrAK8-pBL8,23,33000,Aluguel,1,7EKcJdcc-WkvC,Educação,4,8950,13.22,1,0.27,BdtJB179-25hh,3,1
24353,88jUZpmD-dMMc,30,70000,Hipotecada,4,gZeEf2Bx-wp6J,Melhoramento do lar,3,10000,16.89,0,0.14,PkSAXWPu-Eml9,5,1
24354,t6rqOojd-mi2d,22,56000,Hipotecada,3,tGow3Jaf-bSLX,Quitação de dividas,5,20000,10.99,0,0.36,BUayIr1k-LBcg,4,0
24355,N0tBB6sW-JDOK,24,55605,Hipotecada,8,mgpoQ9cC-WtE0,Médico,5,6500,10.99,0,0.12,LQ2RADKF-yfRh,2,0
24357,sezbZECY-hDGa,24,43000,Hipotecada,6,UOhIH9AU-KmwT,Quitação de dividas,4,9250,13.11,0,0.22,gX8TO0Q2-KhT8,2,0
24358,zfeXNLZ6-qYml,25,49000,Hipotecada,8,RC3CFbIj-745U,Médico,5,18200,11.99,1,0.37,uaWP3CTX-2hvR,4,0
24359,2C0MeFTH-v5Pr,32,65004,Aluguel,0,cLTODbz0-189T,Quitação de dividas,4,13000,12.53,0,0.2,iRmtvDJ6-h9R8,6,0
24360,1gu7YmXa-af3c,28,43000,Hipotecada,11,rUUgOOMn-7P4x,Pessoal,4,5000,12.99,0,0.12,SpaWWHHP-ye40,5,1
24361,aOdU0A00-sQ2K,24,31000,Aluguel,2,gb22YrU2-5hhp,Educação,4,10000,14.65,1,0.32,ogNHfnc6-2aWZ,3,1
24362,bIb1TUBq-63Q0,28,50000,Aluguel,5,4q6jsQcx-RqBe,Pessoal,6,10000,7.88,0,0.2,pQuUiNYB-pZrU,7,0
24363,3f4PQGTw-ByWk,22,41800,Hipotecada,3,EsFM2ZXk-eF7f,Negócio,6,3100,6.76,0,0.07,sF8JxmTa-wwO4,4,0
24364,4UR1EkGk-b0aC,31,78000,Aluguel,2,YGchKjgS-x1ma,Negócio,6,8000,7.9,0,0.1,TC0sOjjG-pm9v,7,0
24365,oeiNktEf-7Zz7,30,68580,Aluguel,3,PXH8eKxd-NIpx,Negócio,6,10000,7.88,0,0.15,5P5P4zfR-XWPk,10,0
24366,LWJfQMDS-049t,41,26400,Hipotecada,1,Pps0oBH1-Gerv,Pessoal,3,10300,16.29,1,0.39,xzmQKgsR-7A7x,14,1
24367,Bd99XYcn-pPH5,22,95000,Hipotecada,0,8moeSltY-nARt,Médico,6,6875,6.54,0,0.07,NzoKb76x-D9tG,2,0
24368,fpN2q6tM-ffXN,23,14400,Própria,7,SYzapDwI-FANo,Quitação de dividas,4,3000,14.72,1,0.21,8spQxbsA-yrgz,2,1
24369,o1NyLXQN-ovYU,36,45000,Aluguel,4,M9kZhTzz-BiIr,Médico,5,20000,11.36,1,0.44,jN1SRQUt-QWth,14,0
24370,MJOlTUa7-kyqF,29,40800,Aluguel,2,b3zOxOHB-u1fW,Quitação de dividas,4,3500,11.97,0,0.09,xiAvSHgD-6H94,9,1
24371,Th1ammat-bOBr,50,36000,Aluguel,0,0nzXkK8t-SZuZ,Negócio,5,5000,10.37,0,0.14,BRcALBJK-JKWT,16,0
24372,2rBqAQ4G-OaJU,25,30000,Hipotecada,9,8xLQdhpH-EAdr,Negócio,6,5000,6.03,0,0.17,9kjR0BDY-G9wD,3,0
24375,fnND2OPt-HUzt,27,40800,Aluguel,11,JchWJ3YB-sFcI,Pessoal,6,6000,7.66,0,0.15,DGb3GfCa-ntSH,7,0
24376,GldZMezu-k6z3,22,28000,Hipotecada,1,vtwKj4bh-u878,Quitação de dividas,5,10750,11.14,0,0.38,KiN4Bu03-4q63,2,0
24377,6pWtDDJG-LaIK,24,44000,Hipotecada,2,RziEmK08-BgFe,Quitação de dividas,3,25000,15.58,1,0.57,0vwUbD02-sSF9,3,1
24378,7yU8D9eY-kgDY,26,55000,Hipotecada,1,fINnZUCx-h91O,Educação,5,10000,10.0,0,0.18,lghI9yby-xszL,2,0
24379,5xhDRvBe-M3gC,22,85000,Hipotecada,2,MJm1WKCS-yUZo,Negócio,6,6000,7.88,0,0.07,Oy406ttk-CwGd,2,0
24380,HAdxfuvI-WNiZ,33,102000,Hipotecada,6,Q2lHG0cw-JAWX,Educação,4,8700,12.99,0,0.09,UnLpScbj-M0sy,9,1
24381,Qu7DpCa5-ZZyu,29,69996,Aluguel,0,MUS6e8NU-kuKM,Negócio,5,2400,11.11,0,0.03,sWvxEmXp-8c5D,6,0
24382,As9wjeGB-nZWW,24,42000,Aluguel,8,NqLrLqCC-eBBs,Quitação de dividas,6,11500,7.88,0,0.27,HxltcXgS-iODr,2,0
24383,sAUEJQon-NEYZ,23,85000,Hipotecada,7,iBw3zR0E-6tLQ,Negócio,5,25000,10.36,0,0.29,7sBa7QTN-2nwz,4,0
24384,nDBAsWo9-UuES,21,28200,Aluguel,2,0TSvIpF5-rdJE,Quitação de dividas,3,2500,16.77,1,0.09,iYES3eX5-rIaa,2,1
24385,WICPYoq7-HPqb,27,130000,Aluguel,9,lW8P4PMQ-MMbH,Melhoramento do lar,6,9000,7.05,0,0.07,yRII3ll0-ilzr,6,0
24386,flvpLrpS-IpNw,29,20400,Aluguel,4,pke20uYW-Ppht,Melhoramento do lar,6,2000,7.9,1,0.1,STqLIK5j-DzED,9,0
24387,Wdi1XQwW-9sAD,25,78000,Aluguel,0,h9RmDX50-ZGOD,Quitação de dividas,3,9600,14.11,1,0.12,pYA4ozdd-5nkQ,4,1
24388,ukBd6idz-04DG,28,41400,Aluguel,2,fvt6YPoB-yA9Q,Quitação de dividas,4,14000,13.48,1,0.34,lg7ruJSY-vzoT,6,0
24390,jdCd3fkW-gLhB,27,38250,Aluguel,1,puNBeL3u-9eKF,Médico,6,5000,7.51,0,0.13,Y2HS8yac-ZARL,5,0
24391,JgaAqPR2-qcSI,25,30200,Hipotecada,9,n50J6Yzq-QupZ,Melhoramento do lar,5,15000,10.2,0,0.5,lYCuRakS-Q7Dw,2,0
24392,MWItfl6H-fvdQ,46,76800,Hipotecada,0,Lh799932-5OlU,Quitação de dividas,4,13000,15.96,0,0.17,RHovGUbd-BXcf,13,1
24393,GUuBWBJv-E73d,22,24960,Aluguel,0,EeCYogKp-OHcv,Educação,6,2500,7.51,0,0.1,QKc0TPG5-P0BN,4,0
24394,iZWCC4Wx-jMRo,23,60000,Aluguel,0,7NIks0Kk-sYO6,Médico,4,16800,13.85,0,0.28,mLUthynr-dGgE,2,1
24396,Hu1bS6Hi-SqCQ,22,48000,Hipotecada,0,N4X5wpwk-x9Cl,Médico,6,3500,6.54,0,0.07,oY9o0Y1y-FpJT,3,0
24397,8qCc06v0-ULKc,25,53000,Aluguel,10,U6rRHxfl-HdFr,Quitação de dividas,6,13500,6.99,0,0.25,ga1cjwZj-ohGs,3,0
24398,rhbgwW3w-QCaf,31,66000,Hipotecada,9,RE6LLuB8-j89q,Negócio,2,22000,16.63,0,0.33,gdWQnqiq-Tm5g,5,1
24399,XeUHWuuS-Yu6i,28,90000,Hipotecada,7,gMJYuwYt-D69x,Melhoramento do lar,2,17600,16.35,0,0.2,sRMnPjvf-S6Tn,5,1
24400,Yye8uPoZ-Ek6M,29,95000,Hipotecada,4,wbZgbQt2-NOzB,Quitação de dividas,4,2400,13.72,0,0.03,FayoclgN-ljjI,9,0
24401,7190JJZB-KT7w,23,15000,Aluguel,3,uDWZa1dt-zBst,Quitação de dividas,5,5175,12.18,1,0.34,6eq0Dey2-Tw3N,2,0
24402,UuhQ8ZBs-ZMK5,22,45500,Aluguel,0,EMIuEkoq-ZluF,Negócio,6,10000,5.99,0,0.22,4ItMkfk7-hBjA,4,0
24403,L4BLuXHD-U8rC,35,31000,Hipotecada,2,JM5GjmvQ-UYaI,Quitação de dividas,3,5000,14.46,1,0.16,aqC108vA-xcRl,5,1
24404,QvlGZiWp-zcsK,23,51000,Aluguel,3,3dnLPCiD-yQxD,Quitação de dividas,2,12000,17.99,1,0.24,7lYeQmFK-He0K,4,1
24405,e61GEQRl-HopG,23,70000,Hipotecada,1,Q1EL408e-ERwn,Negócio,5,10000,10.99,0,0.14,buTgj4dE-kTLj,4,0
24408,5MmUznIT-yf6x,22,75000,Aluguel,2,CfbFus7k-1gYG,Negócio,4,7200,13.61,0,0.1,P3pX2NmM-pUQK,4,0
24409,teSO9S23-qeuo,29,30000,Própria,0,N2A5TFyn-PAoh,Negócio,6,4000,7.49,0,0.13,DA1AWR9P-uRmf,5,0
24410,WTDEbRDA-rSMz,30,54996,Aluguel,4,CG6ofJFK-fuMu,Quitação de dividas,6,8000,5.79,0,0.15,1cXDHS3J-sjAo,10,0
24411,cijE0Sva-0wN9,43,125000,Aluguel,4,N8ATIDo7-TJFS,Educação,6,3250,7.49,0,0.03,rhUFpAbX-9d0M,16,0
24412,BwAmPrgO-DXSF,27,50000,Hipotecada,3,Dflyn8aE-uZJO,Negócio,5,15000,9.88,0,0.3,rxbjZEzF-3z1K,8,0
24413,fbJqlRfB-Su1A,24,105804,Hipotecada,8,abJmopLN-uot5,Educação,6,15000,7.49,0,0.14,3K5xvi81-aQA2,2,0
24414,HXkmGbhS-zjfK,22,33000,Aluguel,1,clSzq8QH-tcmH,Negócio,5,16000,10.99,1,0.48,RlTPoMn2-jbsg,2,0
24415,HCuBEte6-Wkq8,25,37000,Aluguel,0,RXSZBl65-CPNa,Quitação de dividas,4,7200,11.34,0,0.19,P6pNC02o-Tgtw,2,1
24416,eYszGO0y-367b,22,31500,Hipotecada,2,CLvtmJmG-F5SY,Negócio,6,14000,8.9,0,0.44,8nKrlRid-Xswv,3,0
24417,EFEQx2ub-gzSe,23,115000,Hipotecada,3,1YSXW4fk-Q05C,Educação,5,10000,10.59,0,0.09,1bD3hvAx-kqyN,2,0
24418,OWXPpd2R-SdYB,29,26880,Aluguel,0,K7lLGJNi-xOoR,Melhoramento do lar,3,6000,14.84,1,0.22,9qwMsGqz-c7OB,7,0
24419,0Xl5KtRZ-KFHn,26,70000,Hipotecada,0,TtDS4A5b-iBDU,Melhoramento do lar,3,8000,14.84,0,0.11,SYgcU162-5X5C,3,0
24420,pwTEp0ky-9xzd,28,43000,Aluguel,12,KODNBtOy-Gk26,Médico,5,5000,11.71,0,0.12,oLSFcnJB-BM2e,9,0
24421,OJ26xRyi-R6ZA,30,60000,Hipotecada,5,IPjspgJL-qSZf,Pessoal,6,8000,7.66,0,0.13,LjWr74DR-kEp6,6,0
24423,Xl8y19Ij-cxpJ,22,22800,Hipotecada,0,TAB2kIWx-iWkA,Melhoramento do lar,5,7125,11.71,1,0.31,krhoYuTN-Oi7x,3,0
24424,zxECaPPL-f5K6,27,115752,Hipotecada,6,ce5fG38n-5md4,Quitação de dividas,5,10000,11.36,0,0.09,5FfC1qHt-2ZBn,7,0
24425,42LtRtXE-rL0e,25,56950,Aluguel,9,tpdTSCpY-Kz7M,Médico,4,5000,13.92,1,0.07,ISauZKeR-H4iW,4,0
24426,tx0P1CLp-SXxZ,27,120000,Aluguel,1,ffC0BXsW-yrf4,Quitação de dividas,6,20000,6.54,0,0.17,7K3pTw1B-UZSa,9,0
24427,qDRfP79A-jqIz,25,57000,Aluguel,2,TQ9zlZ9R-QZoM,Pessoal,6,9500,6.17,0,0.17,XIGk7Q8A-K6lR,3,0
24428,9nfcprZC-6sMd,24,50000,Aluguel,0,gn4soDpq-ljlf,Negócio,5,7200,11.71,0,0.14,hpxCfQvx-lPbK,2,0
24429,LnA2Agvv-3369,26,76668,Aluguel,10,XWWvOLCt-Hobr,Quitação de dividas,6,7200,9.63,0,0.09,WdZCxCdv-NWBw,4,0
24430,juwMpikI-PHjn,36,40000,Própria,4,0ae6R2mT-ZRFL,Negócio,5,14000,10.99,0,0.35,SibJdNKl-Uz6I,16,0
24431,h4CyKrpP-mRBr,30,34000,Aluguel,0,TTHojC2h-zs66,Negócio,5,4000,10.95,0,0.12,td7YyiL4-bdy2,10,0
24432,AlW5a7uT-aMiI,29,38400,Hipotecada,0,Z4lTREs5-9QmT,Médico,4,14000,14.27,0,0.36,HYWGTq5h-yiIM,8,1
24433,t9RaU03P-0Yjw,25,19200,Aluguel,0,LNmMdXu7-cDLB,Pessoal,4,1825,12.68,0,0.1,p76fNui4-LMrQ,2,1
24434,Ud3qtwu5-szdi,34,86100,Hipotecada,5,7Ojto4ii-K1bQ,Negócio,6,18000,6.99,0,0.21,KIXRnHqA-wSZi,5,0
24435,CTg3gS5F-0RuC,23,73500,Aluguel,3,H7QJAheU-PqLk,Pessoal,5,15000,11.89,0,0.2,0tPo3OFU-7JC3,3,0
24436,CGvEgcZB-z68S,33,75693,Hipotecada,5,rQAnQB3b-Hzn4,Educação,5,22000,10.25,0,0.29,qUXky5TB-OOLb,10,0
24438,KTO3giit-xHMK,30,57120,Aluguel,3,XRTNFRHu-T1fX,Quitação de dividas,5,2750,10.37,0,0.05,ycJGxQbh-wqi1,5,0
24439,200Uwzrt-s2MA,25,90900,Aluguel,9,8Omk38j3-Kjg3,Negócio,4,9000,13.22,0,0.1,YHMmZJ3R-QXN4,3,1
24441,xh8UE5P8-cTym,24,112000,Hipotecada,8,cA1b2mZc-vQUr,Quitação de dividas,6,20000,6.91,0,0.18,9mvS8A2l-T0uk,4,0
24442,oPKPGNlL-G7Ai,24,47211,Própria,8,WFh9LnYY-kkbq,Negócio,5,10000,11.83,0,0.21,PK1D2Enm-nLTE,3,0
24443,IZNIY8yu-YHpn,28,70000,Aluguel,2,rGyrg5iT-FiON,Médico,5,15000,11.89,0,0.21,IiNS05AE-eNtK,7,0
24445,LmdOhPNM-XKW7,22,40000,Aluguel,2,8A8IWMAb-Bjxq,Educação,5,8000,12.18,0,0.2,RSiPAl0S-WGPP,4,0
24446,2rjesHP6-4Ck0,26,40000,Hipotecada,6,8GFJhTU4-n1M9,Melhoramento do lar,5,6000,11.99,0,0.15,Q09xjfh4-ekJR,2,0
24447,We9mF83S-K6Nn,36,51000,Aluguel,5,FRHLFmUD-5OaL,Médico,4,8000,13.47,0,0.16,vici1btO-28qs,13,1
24448,xL41ESQH-Auv5,32,45000,Hipotecada,0,ZZRx5aL7-ecKB,Negócio,5,14000,12.69,0,0.31,NaqTK22U-5IEB,9,0
24449,5oJFgkfN-15qK,26,43200,Própria,1,u3eBQyf2-Hjqt,Educação,4,17000,13.49,0,0.39,ylJ8MYaT-slhG,2,1
24450,NIjNUPxq-EtiF,26,44000,Aluguel,10,ipCeujTf-yLRx,Pessoal,4,8000,13.8,0,0.18,1UhtYMoO-notF,3,0
24451,45SCriif-uzFR,21,45000,Hipotecada,5,DlYGoT9d-H06n,Médico,5,3000,10.99,0,0.07,gygnR8gR-0MAK,4,0
